iso3,country_name,year,risk_governance,risk_conflict,risk_economic,risk_democracy,risk_corruption,risk_social_unrest,risk_sanctions,risk_geopolitical,prism_score,control_of_corruption,govt_effectiveness,political_stability,regulatory_quality,rule_of_law,gdp_growth,inflation,unemployment,debt_to_gdp,cpi_score,v2x_polyarchy,v2x_libdem,conflict_events,total_fatalities,political_rights,civil_liberties
SRB,Serbia,2021,46.86,100.0,72.8,68.98,69.03,65.32,74.15,62.27,69.93,-0.4707878,0.0628473,-0.0436914,0.0556174,-0.1926347,7.94905650472278,4.08510285335102,9.843,,33.0,0.336,0.236,0.0,0.0,4.0,3.0
SRB,Serbia,2022,45.8,100.0,72.28,65.72,69.92,65.6,73.85,61.43,69.32,-0.484904899999999,0.1788279,-0.0525867,0.0892565999999999,-0.1559554,2.70347705543654,11.9815117344703,8.439,,33.0,0.357,0.259,0.0,0.0,4.0,3.0
SRB,Serbia,2023,45.52,100.0,72.68,66.06,68.99,65.77,73.76,60.82,69.2,-0.501692,0.1035439,0.0879568999999999,0.0850626999999999,-0.1840377,3.74793303561771,12.3719043552519,8.268,,33.0,0.36,0.248,0.0,0.0,4.0,3.0
SRB,Serbia,2024,47.55,100.0,74.13,73.62,70.4,65.56,74.36,63.44,71.13,-0.5608287,0.1019486,-0.168638999999999,0.07835,-0.2000778,3.94992622592932,4.6705297488997,7.24,,33.0,0.315,0.225,0.0,0.0,4.0,3.0
SSD,South Sudan,2019,92.67,98.98,74.0,92.52,96.87,6.38,44.61,91.75,74.72,-1.8861426,-2.09482199999999,-2.39114589999999,-1.8807648,-1.87228589999999,,87.2413641500032,12.656,,9.0,0.16,0.064,68.0,642.0,7.0,7.0
SSD,South Sudan,2020,91.32,98.98,76.87,92.0,95.31,5.92,48.85,90.96000000000001,75.03,-1.80683669999999,-2.16308659999999,-2.1055063,-1.9522498,-1.90756779999999,,29.6758435538572,14.246,,9.0,0.169,0.069,63.0,748.0,7.0,7.0
SSD,South Sudan,2021,93.28,99.0,78.96,93.6,96.25,6.48,50.74,93.55,76.48,-1.82343179999999,-2.2425859,-2.21948739999999,-1.93385449999999,-1.97781689999999,,10.5167158294358,13.95,,9.0,0.137,0.058,55.0,891.0,7.0,7.0
SSD,South Sudan,2022,88.47,99.3,82.5,93.67,96.54,5.46,52.24,93.62,76.47,-1.861122,-2.2168775,-1.6425543,-1.934717,-1.9298809,,-6.68732094212668,12.475,,9.0,0.13,0.063,34.0,723.0,7.0,7.0
SSD,South Sudan,2023,88.08,100.0,81.84,92.04,95.71,7.05,50.68,91.21000000000001,75.83,-1.87741769999999,-2.2060236,-1.52967079999999,-2.0014186,-2.00017059999999,,2.38280434813754,12.374,,9.0,0.167,0.07,0.0,0.0,7.0,7.0
SSD,South Sudan,2024,87.33,100.0,81.78,92.48,95.87,7.93,43.68,90.19,74.91,-2.0647211,-2.1728459,-1.4896464,-1.9295182,-1.9725304,,91.4408220769046,,,9.0,0.154,0.071,0.0,0.0,7.0,7.0
STP,Sao Tome and Principe,2019,48.72,100.0,71.99,28.28,46.98,86.77,63.39,41.67,60.98,0.1759771,-0.459339999999999,0.5232443,-0.8537092,-0.4874284,2.01431672129407,7.72024525213248,8.835,,45.0,0.67,0.556,0.0,0.0,2.0,2.0
STP,Sao Tome and Principe,2020,48.32,100.0,71.25,28.61,47.64,86.81,63.47,42.26,61.04,0.0892524,-0.488719099999999,0.4748721,-0.8307876,-0.356877899999999,2.62485949543812,9.81932791540146,9.679,,45.0,0.66,0.557,0.0,0.0,2.0,2.0
STP,Sao Tome and Principe,2021,48.4,100.0,71.27,28.97,47.09,86.74,63.72,43.13,61.16,0.1620477,-0.5922232,0.6052679,-0.8221936,-0.3937827,1.89929891337832,8.13777038378732,9.563,,45.0,0.657,0.554,0.0,0.0,2.0,2.0
STP,Sao Tome and Principe,2022,48.91,100.0,70.79,30.090000000000003,47.22,85.93,62.89,43.82,61.21,0.1448531,-0.6505091,0.4930734,-0.818472,-0.294381499999999,0.168698492216564,18.0056351122841,8.964,,45.0,0.65,0.542,0.0,0.0,2.0,2.0
STP,Sao Tome and Principe,2023,48.61,100.0,70.59,30.97,47.4,86.49,61.89,44.23,61.27,0.1218554,-0.6767276,0.6193032,-0.881126099999999,-0.3531339,0.372252775001456,21.2589138473,9.032,,45.0,0.644,0.54,0.0,0.0,2.0,2.0
STP,Sao Tome and Principe,2024,49.88,100.0,71.16,32.11,46.92,86.35,62.38,44.98,61.72,0.1841644,-0.718673799999999,0.4890127,-0.8908801,-0.3531666,1.09999940100751,14.3519273571008,9.057,,45.0,0.632,0.519,0.0,0.0,2.0,2.0
SUR,Suriname,2019,47.47,100.0,60.9,22.650000000000006,47.41,79.07,36.07,30.72,53.04,-0.281896,-0.1395824,0.1321528,-0.6022128,-0.248591999999999,1.16758977233877,,7.755,,38.0,0.741,0.583,0.0,0.0,2.0,3.0
SUR,Suriname,2020,44.57,100.0,65.65,20.290000000000006,46.61,80.02,62.82,29.299999999999997,56.16,-0.3026185,-0.1418392,0.4628889,-0.695630299999999,-0.185081599999999,-15.9751917148622,34.889784309078,8.973,,38.0,0.754,0.628,0.0,0.0,2.0,3.0
SUR,Suriname,2021,46.57,100.0,67.95,19.510000000000005,46.68,86.39,61.46,30.200000000000003,57.34,-0.311597299999999,-0.298960499999999,0.3607899,-0.6285837,-0.1971687,-2.43538583612838,59.1196626251977,8.706,,38.0,0.761,0.639,0.0,0.0,2.0,2.0
SUR,Suriname,2022,48.12,100.0,70.26,18.17,46.66,86.53,61.02,29.989999999999995,57.59,-0.308943099999999,-0.3711426,0.2466594,-0.718359499999999,-0.2196339,2.40622235601218,52.446027276241,7.973,,38.0,0.781,0.655,0.0,0.0,2.0,2.0
SUR,Suriname,2023,47.47,100.0,70.56,19.83,46.81,86.92,60.95,30.61,57.89,-0.3292402,-0.3705232,0.3004618,-0.7306638,-0.1875599,2.41659223498058,51.5873159600861,7.699,,38.0,0.764,0.633,0.0,0.0,2.0,2.0
SUR,Suriname,2024,46.94,100.0,72.53,19.680000000000007,47.17,86.99,61.9,31.120000000000005,58.29,-0.3768745,-0.454291699999999,0.4782277,-0.9187439,-0.2085757,1.72095737011739,16.2296159130279,7.621,,38.0,0.767,0.634,0.0,0.0,2.0,2.0
SVK,Slovak Republic,2019,34.599999999999994,100.0,75.17,9.760000000000005,40.66,92.58,81.99,24.230000000000004,57.37,0.2499712,0.4384097,0.6744971,0.7272442,0.3671757,2.27589910019393,2.66456133425431,5.761,,48.0,0.841,0.737,0.0,0.0,1.0,2.0
SVK,Slovak Republic,2020,31.930000000000007,100.0,73.08,9.349999999999994,36.85,91.84,80.7,19.83,55.45,0.4197316,0.6975922,0.6167177,0.6096002,0.5265879,-2.58551241733207,1.93694126694223,6.719,,48.0,0.84,0.757,0.0,0.0,1.0,2.0
SVK,Slovak Republic,2021,30.519999999999996,100.0,74.97,9.420000000000002,36.64,97.5,82.11,18.900000000000006,56.26,0.3575001,0.7366757,0.5857562,0.7412158,0.7070856,5.6558588065555,3.14960629921268,6.894,,48.0,0.839,0.757,0.0,0.0,1.0,1.0
SVK,Slovak Republic,2022,31.36,100.0,73.78,9.379999999999995,36.48,98.17,81.09,18.53,56.1,0.3774853,0.7960113,0.5294743,0.7261799,0.5921835,0.544591632137454,12.7741463637611,6.143,,48.0,0.837,0.76,0.0,0.0,1.0,1.0
SVK,Slovak Republic,2023,32.790000000000006,100.0,74.59,11.909999999999997,36.16,98.27,79.12,20.739999999999995,56.7,0.3846188,0.5846525,0.5856273,0.5372918,0.5534478,2.11263633214959,10.5319476645211,5.843,,48.0,0.812,0.724,0.0,0.0,1.0,1.0
SVK,Slovak Republic,2024,31.840000000000003,100.0,75.5,19.159999999999997,45.79,96.37,78.28,30.189999999999998,59.64,0.1108201,0.6575804,0.6343713,0.4047054,0.5609435,1.93867445549446,2.75760909424272,5.3,,48.0,0.746,0.59,0.0,0.0,1.0,1.0
SVN,Slovenia,2019,22.33,100.0,76.75,10.5,26.650000000000006,98.2,83.89,13.790000000000006,54.01,0.848482,1.2721351,0.9481029,0.8847728,0.9164028,3.50525332381912,1.63052260754344,4.446,,58.0,0.814,0.743,0.0,0.0,1.0,1.0
SVN,Slovenia,2020,22.939999999999998,100.0,74.42,15.920000000000002,31.540000000000006,96.58,83.31,19.689999999999998,55.55,0.7760206,1.3704336,0.7478672,0.8216029,0.9364183,-4.08500094942896,-0.05485681576061,4.971,,58.0,0.752,0.665,0.0,0.0,1.0,1.0
SVN,Slovenia,2021,23.299999999999997,100.0,77.72,19.049999999999997,35.650000000000006,96.3,83.23,24.769999999999996,57.5,0.6986582,1.3440925,0.7356372,0.8294744,0.9260486,8.41686457725321,1.91706506089259,4.744,,58.0,0.715,0.624,0.0,0.0,1.0,1.0
SVN,Slovenia,2022,23.680000000000007,100.0,76.51,11.730000000000004,27.650000000000006,93.18,81.56,14.349999999999994,53.58,0.7480799,1.2580894,0.7749516,0.7372169,0.9211902,2.66850555542486,8.83369886749452,4.011,,58.0,0.808,0.728,0.0,0.0,1.0,2.0
SVN,Slovenia,2023,23.39,100.0,76.85,15.89,27.17,97.96,82.35,15.840000000000003,54.93,0.6814999,1.1624609,0.8589449,0.7953113,0.9707915,2.3758326648385,7.44687717385838,3.652,,58.0,0.76,0.659,0.0,0.0,1.0,1.0
SVN,Slovenia,2024,24.89,100.0,76.96,18.89,27.22,97.36,82.87,17.67,55.73,0.6743495,1.0893351,0.7209146,0.798163,0.9786636,1.73139722479493,1.96562656432512,3.7,,58.0,0.725,0.63,0.0,0.0,1.0,1.0
SWE,Sweden,2019,10.700000000000003,100.0,74.32,2.450000000000003,5.209999999999994,99.96,94.13,3.549999999999997,48.79,2.1292113,1.8924006,0.9427192,1.7778065,1.8669616,2.60823012869524,1.78415097403835,6.833,,80.0,0.899,0.866,0.0,0.0,1.0,1.0
SWE,Sweden,2020,10.290000000000006,100.0,71.89,2.299999999999997,5.180000000000007,100.0,93.53,2.8299999999999983,48.25,2.1337232,1.980777,0.955794,1.715293,1.8204763,-1.93379704032216,0.497367318853572,8.291,,80.0,0.901,0.868,0.0,0.0,1.0,1.0
SWE,Sweden,2021,10.700000000000003,100.0,73.17,2.4200000000000017,5.510000000000005,100.0,92.99,2.969999999999999,48.47,2.0899139,1.9668155,0.9471541,1.6807618,1.7883138,5.2258643028773,2.16319736447143,8.803,,80.0,0.9,0.866,0.0,0.0,1.0,1.0
SWE,Sweden,2022,11.5,100.0,73.05,2.930000000000007,6.0,100.0,91.79,3.6500000000000057,48.62,2.0255279,1.9149251,0.9419053,1.6240804,1.7381383,1.25543620445816,8.36929098869189,7.417,,80.0,0.892,0.861,0.0,0.0,1.0,1.0
SWE,Sweden,2023,14.659999999999997,100.0,72.49,3.760000000000005,6.349999999999994,99.93,92.33,5.609999999999999,49.39,1.9804259,1.6930218,0.778803,1.6722947,1.6947293,-0.204061304891439,8.5486248974891,7.611,,80.0,0.883,0.849,0.0,0.0,1.0,1.0
SWE,Sweden,2024,15.120000000000005,100.0,72.37,3.9399999999999977,6.439999999999998,99.89,92.82,5.079999999999998,49.46,1.9676051,1.7746948,0.6035115,1.6717941,1.7267013,0.820071806703865,2.83581658224034,8.4,,80.0,0.881,0.846,0.0,0.0,1.0,1.0
SWZ,Eswatini,2019,55.74,100.0,63.25,80.62,65.78999999999999,16.16,73.76,67.81,65.39,-0.2969784,-0.4962233,-0.3182636,-0.5229659,-0.5571124,6.43186888691574,2.59801620311077,28.222,29.8019704155602,23.0,0.133,0.114,0.0,0.0,7.0,6.0
SWZ,Eswatini,2020,56.53,100.0,43.61,80.62,65.83,21.61,59.71,68.78999999999999,62.09,-0.3014253,-0.6235547,-0.1948628,-0.524157499999999,-0.6595902,-2.95183453409287,,32.978,38.3588929573653,23.0,0.132,0.115,0.0,0.0,7.0,5.0
SWZ,Eswatini,2021,59.28,100.0,44.84,82.17,68.6,17.67,60.4,70.61,62.95,-0.5806756,-0.723303399999999,-0.428643699999999,-0.5237379,-0.6977002,4.23621913615419,,34.153,35.7240338783132,23.0,0.12,0.095,0.0,0.0,7.0,5.0
SWZ,Eswatini,2022,58.62,100.0,21.12,82.78,69.63,11.51,35.62,70.87,56.27,-0.6085804,-0.6320655,-0.400835,-0.621976499999999,-0.726965099999999,0.386070835562705,,36.472,,23.0,0.117,0.097,0.0,0.0,7.0,6.0
SWZ,Eswatini,2023,61.66,100.0,24.89,81.84,69.78999999999999,11.51,35.62,71.35,57.08,-0.6292553,-0.717774199999999,-0.7261847,-0.6218515,-0.7274341,3.53257662836211,,34.61,,23.0,0.121,0.099,0.0,0.0,7.0,6.0
SWZ,Eswatini,2024,63.16,100.0,24.63,79.42,70.98,12.14,35.25,71.53,57.14,-0.785159899999999,-0.7811414,-0.7327829,-0.6380015,-0.8598771,2.97391075973985,,34.643,,23.0,0.129,0.101,0.0,0.0,7.0,6.0
SYC,Seychelles,2019,33.06999999999999,100.0,71.86,32.25,26.340000000000003,72.99,76.86,31.72,55.64,1.0734136,0.5618507,0.6921848,0.2743209,0.4330134,5.5142920737342,1.80709400809982,,,68.0,0.621,0.535,0.0,0.0,3.0,3.0
SYC,Seychelles,2020,32.540000000000006,100.0,65.26,26.950000000000003,19.849999999999994,73.87,76.9,24.590000000000003,52.5,1.1448063,0.4965414,0.727409,0.2729044,0.532971,-11.7398608281732,1.20266463987123,,,68.0,0.666,0.575,0.0,0.0,3.0,3.0
SYC,Seychelles,2021,31.930000000000007,100.0,69.25,19.870000000000005,19.86,79.42,76.14,22.459999999999994,52.37,1.1441374,0.5612215,0.7262104,0.2723347,0.5521392,0.552281631207279,9.76909936973542,,,68.0,0.711,0.634,0.0,0.0,2.0,3.0
SYC,Seychelles,2022,31.840000000000003,100.0,74.56,18.459999999999994,19.819999999999993,86.14,77.39,22.680000000000007,53.86,1.1495314,0.4110747,0.8411889,0.3267766,0.5983146,12.7104688902836,2.6260363285129,,,68.0,0.735,0.648,0.0,0.0,2.0,2.0
SYC,Seychelles,2023,30.709999999999994,100.0,70.85,19.319999999999993,19.799999999999997,86.14,78.88,22.060000000000002,53.47,1.151735,0.5293894,0.9207856,0.4281497,0.5546447,2.25925322283285,-1.03530088431952,,,68.0,0.728,0.641,0.0,0.0,2.0,2.0
SYC,Seychelles,2024,29.709999999999994,100.0,71.2,18.569999999999993,18.069999999999993,86.77,78.32,19.89,52.82,1.2307957,0.6267672,0.9164443,0.3896741,0.5968987,3.46568066415341,0.311726050919668,,,68.0,0.737,0.652,0.0,0.0,2.0,2.0
SYR,Syrian Arab Republic,2019,89.09,69.86,67.3,94.85,92.34,1.59,54.36,88.63,69.75,-1.6558161,-1.58916449999999,-2.4527063,-1.5966464,-1.8308474,1.22070522070523,13.4175653228571,13.369,,15.0,0.136,0.026,2382.0,11208.0,7.0,7.0
SYR,Syrian Arab Republic,2020,87.66,85.42,49.97,94.59,91.42,1.66,12.05,86.53999999999999,63.66,-1.6873687,-1.4732889,-2.35367569999999,-1.6481019,-1.8514471,-0.697154504235129,,15.179,,15.0,0.138,0.031,1140.0,5690.0,7.0,7.0
SYR,Syrian Arab Republic,2021,88.48,90.57,51.36,94.59,92.89,1.9,9.59,87.69,64.63,-1.79070699999999,-1.5265647,-2.37452369999999,-1.75501,-1.8887237,1.85421590064124,,14.887,,15.0,0.136,0.033,819.0,1942.0,7.0,7.0
SYR,Syrian Arab Republic,2022,89.5,91.25,53.18,94.62,91.98,2.08,6.44,87.38,64.55,-1.79243509999999,-1.61489209999999,-2.43824749999999,-1.8921267,-1.8753611,0.732781301861365,,13.245,,15.0,0.137,0.031,767.0,1637.0,7.0,7.0
SYR,Syrian Arab Republic,2023,89.39,100.0,63.79,93.84,91.49,3.42,6.45,86.67,66.88,-1.7817933,-1.6144064,-2.4379022,-1.8919941,-1.8617654,,,13.27,,15.0,0.145,0.044,0.0,0.0,7.0,7.0
SYR,Syrian Arab Republic,2024,88.95,100.0,63.55,93.53,87.09,4.09,4.02,83.39,65.58,-1.70162709999999,-1.6726478,-2.3680716,-1.9974752,-1.813556,,,13.359,,15.0,0.143,0.054,0.0,0.0,7.0,7.0
TCD,Chad,2019,75.47,99.64,80.47,84.14,88.55,18.35,60.74,81.75,73.64,-1.4780052,-1.26227,-1.4521212,-1.151166,-1.32118309999999,5.3828220290379,-0.971939175419401,1.077,,22.0,0.27,0.088,23.0,253.0,7.0,6.0
TCD,Chad,2020,75.32,99.61,78.1,84.18,88.58,17.36,60.3,81.58,73.13,-1.48219979999999,-1.2291822,-1.4524146,-1.1473695,-1.33343259999999,-0.393646583111035,4.46414437232861,1.695,,22.0,0.268,0.088,26.0,249.0,7.0,6.0
TCD,Chad,2021,77.23,99.54,78.74,91.32,90.12,16.06,61.44,86.49,75.12,-1.4920803,-1.24045919999999,-1.689273,-1.0888251,-1.34307209999999,0.29344264815208,-0.77284437035914,1.53,,22.0,0.177,0.054,13.0,667.0,7.0,6.0
TCD,Chad,2022,76.74,99.83,79.75,93.95,89.93,14.61,61.38,87.2,75.42,-1.4663578,-1.1754288,-1.6491593,-1.0433507,-1.38191249999999,4.12969897676332,5.78802687843616,1.081,,22.0,0.145,0.041,11.0,109.0,7.0,6.0
TCD,Chad,2023,77.84,100.0,79.44,93.46,90.1,15.35,60.47,87.38,75.5,-1.48878199999999,-1.2154601,-1.6839155,-1.083941,-1.454847,3.98004368401293,10.8363568399843,1.059,,22.0,0.148,0.051,0.0,0.0,7.0,6.0
TCD,Chad,2024,77.62,100.0,79.61,89.47,89.36,15.6,60.6,84.53999999999999,74.6,-1.3909131,-1.1005006,-1.77893219999999,-1.0878516,-1.4446512,4.19925854085865,8.89950732263754,1.053,,22.0,0.202,0.054,0.0,0.0,7.0,6.0
TGO,Togo,2019,63.23,99.99,79.38,68.74,72.81,50.01,66.68,68.26,71.14,-0.7066703,-0.832004499999999,-0.8504632,-0.6211637,-0.7029591,4.92283321360694,0.674652770077525,2.036,,32.0,0.395,0.193,1.0,1.0,5.0,4.0
TGO,Togo,2020,62.64,100.0,78.43,65.25999999999999,72.34,52.76,68.1,67.57,70.89,-0.644805899999999,-0.882900199999999,-0.8075061,-0.4899887,-0.6160719,2.16228657424364,1.69928463299399,2.231,,32.0,0.424,0.233,0.0,0.0,5.0,4.0
TGO,Togo,2021,61.7,100.0,78.94,67.19,73.18,51.98,67.97,69.34,71.29,-0.6519768,-0.877012599999999,-0.6682329,-0.4817275,-0.6328001,5.12890113701732,4.1862150652352,2.344,,32.0,0.396,0.214,0.0,0.0,5.0,4.0
TGO,Togo,2022,63.37,99.89,79.37,66.32,73.02,51.84,68.34,69.91,71.51,-0.630985799999999,-0.9684392,-0.760395399999999,-0.4208338,-0.675356699999999,6.29443692019429,7.96757361617945,1.965,,32.0,0.399,0.216,8.0,62.0,5.0,4.0
TGO,Togo,2023,63.83,100.0,79.51,68.27,72.69,48.46,68.75,69.9,71.43,-0.5879504,-0.917685499999999,-0.9186036,-0.4042671,-0.6302782,6.19211576941919,5.48928568141131,1.942,,32.0,0.389,0.194,0.0,0.0,5.0,4.0
TGO,Togo,2024,62.18,100.0,79.74,71.93,73.27,47.47,68.93,70.49,71.75,-0.6633762,-0.8014589,-0.8094466,-0.408113499999999,-0.632861,6.53204505563791,2.86262074089801,1.948,,32.0,0.35,0.167,0.0,0.0,5.0,4.0
THA,Thailand,2019,50.38,99.69,80.25,80.25,70.22,26.16,77.04,68.27,69.03,-0.3854632,0.1402125,-0.588531399999999,0.0906488,-0.2002532,2.11455779628278,0.706728601314311,0.716,38.6277055941279,33.0,0.208,0.184,27.0,60.0,7.0,5.0
THA,Thailand,2020,51.64,99.64,76.96,80.5,70.2,35.54,75.06,68.7,69.78,-0.3820186,0.1171649,-0.7333386,0.0858661,-0.2036855,-6.05003846851622,-0.845937147357041,1.099,50.3227814999415,33.0,0.201,0.187,33.0,47.0,6.0,4.0
THA,Thailand,2021,51.1,99.69,77.18,80.24,70.25,24.64,73.65,67.77000000000001,68.06,-0.3893452,0.2086191,-0.6963747,0.1032065,-0.2575207,1.55216608426647,1.23039541318384,1.215,58.5114542035114,33.0,0.208,0.187,28.0,41.0,7.0,5.0
THA,Thailand,2022,50.08,99.72,77.46,79.3,70.37,25.06,73.57,67.34,67.86,-0.403978499999999,0.2274924,-0.5671596,0.1135856,-0.2682159,2.58037874709827,-1.61068030486688,0.94,60.349920189306,33.0,0.216,0.195,25.0,34.0,7.0,5.0
THA,Thailand,2023,48.03,100.0,76.95,69.32,70.63,32.91,72.89,63.84,66.82,-0.439334199999999,0.3053878,-0.4398775,0.1189791,-0.1956309,2.01775095328327,8.47805174421543,0.733,61.1243613638526,33.0,0.295,0.246,0.0,0.0,6.0,5.0
THA,Thailand,2024,50.35,100.0,77.19,59.45,71.3,39.17,73.02,59.98,66.31,-0.5273456,0.2536395,-0.6833311,0.106412,-0.2155096,2.54182067735289,1.36580540798037,0.781,62.1983655632713,33.0,0.41,0.306,0.0,0.0,5.0,5.0
TJK,Tajikistan,2019,63.73,99.99,64.3,91.53999999999999,88.34,12.25,31.51,82.18,66.73,-1.27219939999999,-0.775782899999999,-0.4236664,-0.800882299999999,-1.2463947,7.40000016310556,,7.026,,19.0,0.164,0.041,1.0,4.0,7.0,6.0
TJK,Tajikistan,2020,62.89,100.0,62.39,90.02,86.28999999999999,12.29,31.34,81.26,65.81,-1.083847,-0.763975499999999,-0.3288928,-0.808196999999999,-1.2395237,4.40000111553493,,7.576,,19.0,0.17,0.041,0.0,0.0,7.0,6.0
TJK,Tajikistan,2021,64.02000000000001,99.94,64.16,89.62,86.73,11.86,30.58,82.11,66.13,-1.0874541,-0.8282832,-0.3984715,-0.8413027,-1.2591682,9.39999955037523,,7.687,,19.0,0.171,0.039,5.0,16.0,7.0,6.0
TJK,Tajikistan,2022,63.57,99.68,64.5,90.02,86.38,10.35,30.56,81.53,65.82,-1.1230133,-0.7979088,-0.4282098,-0.8422923,-1.19932209999999,8.00000033846364,,7.051,,19.0,0.164,0.036,27.0,88.0,7.0,6.0
TJK,Tajikistan,2023,62.38,100.0,64.63,90.02,86.39,5.21,30.56,81.31,65.06,-1.1236074,-0.7683569,-0.2876253,-0.8421868,-1.2086884,8.29999921651935,,7.037,,19.0,0.164,0.036,0.0,0.0,7.0,7.0
TJK,Tajikistan,2024,60.88,100.0,64.67,89.69,87.1,5.5,32.48,79.93,65.03,-1.21775639999999,-0.6009336,-0.2756522,-0.7588053,-1.18373399999999,8.39999980983981,,7.041,,19.0,0.168,0.041,0.0,0.0,7.0,7.0
TKM,Turkmenistan,2019,65.16,100.0,67.99,90.96000000000001,88.32,4.05,10.65,81.53999999999999,63.58,-1.362369,-0.8217713,-0.2189823,-1.709228,-1.5949263,6.30000004226711,,4.035,,17.0,0.149,0.035,0.0,0.0,7.0,7.0
TKM,Turkmenistan,2020,65.21000000000001,100.0,67.21,90.99,88.3,3.03,10.61,82.72,63.51,-1.3595471,-0.986675099999999,-0.1270103,-1.7106544,-1.53039329999999,5.900000048526,,4.489,,17.0,0.15,0.033,0.0,0.0,7.0,7.0
TKM,Turkmenistan,2021,66.31,100.0,67.37,90.99,88.3,3.21,10.6,82.71000000000001,63.69,-1.36021099999999,-0.985300899999999,-0.224582999999999,-1.7112281,-1.5825855,6.20000001747076,,4.458,,17.0,0.15,0.033,0.0,0.0,7.0,7.0
TKM,Turkmenistan,2022,58.3,100.0,67.98,91.55,88.3,3.14,10.56,79.1,62.37,-1.360439,-0.485807899999999,0.2106842,-1.7127572,-1.4336464,6.19999993621698,,4.017,,17.0,0.148,0.032,0.0,0.0,7.0,7.0
TKM,Turkmenistan,2023,58.31,100.0,68.03,91.65,86.52,3.31,10.57,77.39,61.97,-1.350058,-0.485174499999999,0.2072195,-1.7125943,-1.4327839,6.30015758549871,,4.007,,17.0,0.148,0.034,0.0,0.0,7.0,7.0
TKM,Turkmenistan,2024,62.11,100.0,68.01,91.64,86.12,3.38,11.12,81.58,63.0,-1.297223,-1.0591384,0.2455892,-1.6885626,-1.4131747,6.2994265836889,,4.02,,17.0,0.149,0.034,0.0,0.0,7.0,7.0
TLS,Timor-Leste,2019,54.7,100.0,83.3,27.310000000000002,49.82,79.67,64.84,40.1,62.47,-0.438596799999999,-0.7176481,0.2676531,-0.778942199999999,-0.7800298,24.2128789232326,0.958812739703141,3.148,,44.0,0.703,0.517,0.0,0.0,2.0,3.0
TLS,Timor-Leste,2020,54.49,100.0,85.57,29.14,49.71,77.94,63.89,41.0,62.72,-0.424278699999999,-0.7196526,0.2673205,-0.8651416,-0.748894899999999,31.7257429812373,0.495499215459571,2.808,,44.0,0.679,0.492,0.0,0.0,2.0,3.0
TLS,Timor-Leste,2021,53.77,100.0,79.03,28.290000000000006,48.78,78.54,63.61,40.57,61.57,-0.3019067,-0.731625699999999,0.2660158,-0.86557,-0.640091699999999,5.36980163959615,3.69792094666786,2.344,,44.0,0.693,0.501,0.0,0.0,2.0,3.0
TLS,Timor-Leste,2022,52.99,100.0,72.93,26.340000000000003,49.91,79.84,63.86,40.19,60.76,-0.4506594,-0.7602183,0.4239118,-0.8181904,-0.663390399999999,-20.5224785561874,7.00530945399787,1.537,,44.0,0.709,0.516,0.0,0.0,2.0,3.0
TLS,Timor-Leste,2023,53.45,100.0,73.47,25.260000000000005,49.25,79.6,63.87,40.23,60.64,-0.4265439,-0.8550468,0.4358404,-0.806597399999999,-0.6431026,-18.135905003556,8.42035103310377,1.525,,44.0,0.714,0.526,0.0,0.0,2.0,3.0
TLS,Timor-Leste,2024,52.97,100.0,76.16,23.799999999999997,48.88,80.16,65.26,39.81,60.88,-0.3775174,-0.898562299999999,0.5260108,-0.7342447,-0.6256762,-9.10069369772735,2.06284153005468,1.523,,44.0,0.734,0.545,0.0,0.0,2.0,3.0
TON,Tonga,2019,34.8,100.0,78.19,48.335,62.9,83.33,73.71,45.84,68.4,-0.4390652,0.2067246,1.0102973,-0.240202199999999,0.2370136,-0.285208794735084,1.17954334821808,2.165,43.0541813775852,,,,0.0,0.0,2.0,2.0
TON,Tonga,2020,31.159999999999997,100.0,78.29,47.83,59.31,83.33,72.84,48.86,67.68,-0.2816956,0.0702951,1.1156731,-0.3641377,0.7544798,1.80618735341196,-0.349737696727496,2.712,43.0808046891087,,,,0.0,0.0,2.0,2.0
TON,Tonga,2021,31.209999999999994,100.0,77.51,48.185,60.7,83.33,69.98,48.82,67.36,-0.3427691,0.0719966,1.111896,-0.295677099999999,0.7498563,-0.934926303735025,5.64051140636751,2.111,,,,,0.0,0.0,2.0,2.0
TON,Tonga,2022,31.340000000000003,100.0,77.0,50.21,64.22,83.33,69.68,55.82,68.77,-0.496913,-0.2444921,1.3674794,-0.2814238,0.7917887,-2.12854452405193,10.9713652903022,2.002,,,,,0.0,0.0,2.0,2.0
TON,Tonga,2023,31.549999999999997,100.0,78.85,49.965,64.17,83.33,70.65,53.59,68.88,-0.4947162,-0.143801999999999,1.2304624,-0.232441099999999,0.7999012,2.79014366862668,6.35112980255189,1.652,,,,,0.0,0.0,2.0,2.0
TON,Tonga,2024,31.379999999999995,100.0,96.07,51.269999999999996,61.99,83.33,71.36,51.23,70.77,-0.3992192,-0.0372776,1.254781,-0.1944853,0.6942664,,3.230563002681,1.965,,,,,0.0,0.0,2.0,2.0
TTO,Trinidad and Tobago,2019,43.75,100.0,76.85,16.33,40.83,86.95,72.57,21.17,57.31,-0.2006209,0.2861217,0.0986674999999999,-0.106198199999999,-0.137867699999999,0.467734528855885,1.00054293027237,3.523,,41.0,0.787,0.676,0.0,0.0,2.0,2.0
